block_id,drug_col,drug_row,conc_c,conc_r,response,conc_c_unit,conc_r_unit
1,drug1,drug2,0.07196856730011521,0.001291549665014884,11.554574047894446,uM,uM
1,drug1,drug2,0.3727593720314942,0.001291549665014884,2.374384616600304,uM,uM
1,drug1,drug2,1.9306977288832496,0.001291549665014884,0.4591691974794714,uM,uM
1,drug1,drug2,10.0,0.001291549665014884,0.08858405773570129,uM,uM
1,drug1,drug2,0.0,0.004641588833612782,95.56429820556984,uM,uM
1,drug1,drug2,0.0001,0.004641588833612782,94.59398966637677,uM,uM
1,drug1,drug2,0.0005179474679231213,0.004641588833612782,90.73876005222547,uM,uM
1,drug1,drug2,0.002682695795279727,0.004641588833612782,74.84632035582305,uM,uM
1,drug1,drug2,0.013894954943731374,0.004641588833612782,38.731997467557015,uM,uM
1,drug1,drug2,0.07196856730011521,0.004641588833612782,10.355880433074878,uM,uM
1,drug1,drug2,0.3727593720314942,0.004641588833612782,1.9487172734029432,uM,uM
1,drug1,drug2,1.9306977288832496,0.004641588833612782,0.3596175335317834,uM,uM
1,drug1,drug2,10.0,0.004641588833612782,0.06853149662815042,uM,uM
1,drug1,drug2,0.0,0.016681005372000592,85.70375244983666,uM,uM
1,drug1,drug2,0.0001,0.016681005372000592,84.81579079692133,uM,uM
1,drug1,drug2,0.0005179474679231213,0.016681005372000592,81.28800697890797,uM,uM
1,drug1,drug2,0.002682695795279727,0.016681005372000592,66.75097182709206,uM,uM
1,drug1,drug2,0.013894954943731374,0.016681005372000592,33.788893183148424,uM,uM
1,drug1,drug2,0.07196856730011521,0.016681005372000592,8.262125792855985,uM,uM
1,drug1,drug2,0.3727593720314942,0.016681005372000592,1.288055382785996,uM,uM
1,drug1,drug2,1.9306977288832496,0.016681005372000592,0.20778648997980412,uM,uM
1,drug1,drug2,10.0,0.016681005372000592,0.038018616739373304,uM,uM
1,drug1,drug2,0.0,0.05994842503189409,62.52015296809566,uM,uM
1,drug1,drug2,0.0001,0.05994842503189409,61.87172927836687,uM,uM
1,drug1,drug2,0.0005179474679231213,0.05994842503189409,59.29548968261853,uM,uM
1,drug1,drug2,0.002682695795279727,0.05994842503189409,48.67711255134256,uM,uM
1,drug1,drug2,0.013894954943731374,0.05994842503189409,24.572447991586678,uM,uM
1,drug1,drug2,0.07196856730011521,0.05994842503189409,5.819475030824917,uM,uM
1,drug1,drug2,0.3727593720314942,0.05994842503189409,0.7555652527946295,uM,uM
1,drug1,drug2,1.9306977288832496,0.05994842503189409,0.09292717546651054,uM,uM
1,drug1,drug2,10.0,0.05994842503189409,0.015051067425375769,uM,uM
1,drug1,drug2,0.0,0.21544346900318845,31.701401305280857,uM,uM
1,drug1,drug2,0.0001,0.21544346900318845,31.379008497777782,uM,uM
1,drug1,drug2,0.0005179474679231213,0.21544346900318845,30.097984895206093,uM,uM
1,drug1,drug2,0.002682695795279727,0.21544346900318845,24.815293492707436,uM,uM
1,drug1,drug2,0.013894954943731374,0.21544346900318845,12.78760071726173,uM,uM
1,drug1,drug2,0.07196856730011521,0.21544346900318845,3.251801135699471,uM,uM
1,drug1,drug2,0.3727593720314942,0.21544346900318845,0.4431798955646252,uM,uM
1,drug1,drug2,1.9306977288832496,0.21544346900318845,0.04266213725078249,uM,uM
1,drug1,drug2,10.0,0.21544346900318845,0.005267796515717377,uM,uM
1,drug1,drug2,0.0,0.7742636826811278,11.438196734116566,uM,uM
1,drug1,drug2,0.0001,0.7742636826811278,11.323797891052939,uM,uM
1,drug1,drug2,0.0005179474679231213,0.7742636826811278,10.869218515809449,uM,uM
1,drug1,drug2,0.002682695795279727,0.7742636826811278,8.994259631909797,uM,uM
1,drug1,drug2,0.013894954943731374,0.7742636826811278,4.720409566936081,uM,uM
1,drug1,drug2,0.07196856730011521,0.7742636826811278,1.3012451073313498,uM,uM
1,drug1,drug2,0.3727593720314942,0.7742636826811278,0.21953630387108788,uM,uM
1,drug1,drug2,1.9306977288832496,0.7742636826811278,0.02290695948369006,uM,uM
1,drug1,drug2,10.0,0.7742636826811278,0.0020910374453440308,uM,uM
1,drug1,drug2,0.0,2.782559402207126,3.469139262956099,uM,uM
1,drug1,drug2,0.0001,2.782559402207126,3.4346845335188747,uM,uM
1,drug1,drug2,0.0005179474679231213,2.782559402207126,3.2977732314550345,uM,uM
1,drug1,drug2,0.002682695795279727,2.782559402207126,2.733052740858894,uM,uM
1,drug1,drug2,0.013894954943731374,2.782559402207126,1.4455855611994421,uM,uM
1,drug1,drug2,0.07196856730011521,2.782559402207126,0.4139860828684798,uM,uM
1,drug1,drug2,0.3727593720314942,2.782559402207126,0.08133081864013715,uM,uM
1,drug1,drug2,1.9306977288832496,2.782559402207126,0.011446923906964238,uM,uM
1,drug1,drug2,10.0,2.782559402207126,0.0010533517978398928,uM,uM
1,drug1,drug2,0.0,10.0,0.9900990099009904,uM,uM
1,drug1,drug2,0.0001,10.0,0.9802873237802576,uM,uM
1,drug1,drug2,0.0005179474679231213,10.0,0.941299021225377,uM,uM
1,drug1,drug2,0.002682695795279727,10.0,0.7804828432956429,uM,uM
1,drug1,drug2,0.013894954943731374,10.0,0.41384306276508914,uM,uM
1,drug1,drug2,0.07196856730011521,10.0,0.12002177716786569,uM,uM
1,drug1,drug2,0.3727593720314942,10.0,0.025039674386915834,uM,uM
1,drug1,drug2,1.9306977288832496,10.0,0.004365703201580124,uM,uM
1,drug1,drug2,10.0,10.0,0.0005466895216019395,uM,uM
